"dataset","dataset_size","model_id","eps_targeted","delta","bs","epochs","lr","C","sampling_rate","sigma","trainable_parameters","training_loss","training_accuracy","test_loss","test_accuracy"
"IMDB",25000,"SimpleLSTM",7.5,1e-05,4624,425,7.56221302168178,9.65484226461388,0.18496,5.400390625,244514,NA,0.499226036912086,NA,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,22144,445,7.35334571594441,9.74058458405573,0.88576,9.501953125,244514,123.02009577808,0.445522717247464,93.1016036462402,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,17808,270,4.12681164453774,3.75507901888628,0.71232,7.421875,244514,12.681638290603,0.500763911225474,3.77556591169889,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,2704,440,2.3868065289951,0.043697052414404,0.10816,4.2822265625,244514,0.682287622888257,0.554655385720557,0.681158188591003,0.56004
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6128,500,2.20973963665851,8.63059951937542,0.24512,6.396484375,244514,29.3785890503866,0.552605150042181,41.9594548384094,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,1200,95,2.89511415580887,1.92845153072432,0.048,1.53564453125,244514,0.452374923126566,0.835791739754425,0.49132094502449,0.82456
"IMDB",25000,"SimpleLSTM",7.5,1e-05,19936,340,1.12260826385366,5.07509624642096,0.79744,8.3203125,244514,0.692932617959286,0.465506125080593,0.691836969618797,0.55396
"IMDB",25000,"SimpleLSTM",7.5,1e-05,8768,355,8.47509618730603,4.40754323936757,0.35072,6.953125,244514,79.7470280916711,0.391461649782923,78.0405795593262,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12768,230,9.92640947791389,9.53097823156336,0.51072,6.85546875,244514,0.717012073711021,0.49909605881644,0.97716548447907,0.50004
"IMDB",25000,"SimpleLSTM",7.5,1e-05,8384,295,3.75028085065987,4.06369079861532,0.33536,6.3525390625,244514,6.68774305501911,0.460779634049324,3.80236955147078,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,7152,255,3.79342564121953,0.94527029679153,0.28608,5.13671875,244514,0.692981329108977,0.489700675893145,0.690773480842114,0.53156
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5520,310,6.72927309092656,7.22116155003931,0.2208,5.068359375,244514,68.7342199545094,0.543943661971831,0.828457801628113,0.5002
"IMDB",25000,"SimpleLSTM",7.5,1e-05,17168,335,7.59369800923342,3.54937237812855,0.68672,8.251953125,244514,46.7413623447705,0.499302316309851,24.0544803934479,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,14656,35,6.53435813625313,9.76550365766896,0.58624,2.78564453125,244514,66.8136171897252,0.576085234474018,82.7236371460669,0.50004
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12512,165,4.15938759794479,1.30283914322507,0.50048,5.8251953125,244514,0.839462643959542,0.500660132026405,0.901542691662312,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,17072,230,8.36779386809208,9.6751100727127,0.68288,6.85546875,244514,91.0206807537682,0.656619290961354,9.26624831485748,0.50324
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5952,480,6.77600496897944,6.76087838770098,0.23808,6.26953125,244514,56.4326139911872,0.445778279084757,41.5302948266602,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,22832,40,4.84128206309599,3.53109101953304,0.91328,2.96142578125,244514,28.7895936455809,0.503042921204356,33.072227283783,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,23424,255,0.72778421245727,8.23026237863893,0.93696,7.216796875,244514,0.67168266996351,0.603462753408773,0.672329068813324,0.59732
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5280,30,0.569040866065178,5.03047836508422,0.2112,1.76025390625,244514,0.700677049640041,0.500663103323554,0.688400605821609,0.55924
"IMDB",25000,"SimpleLSTM",7.5,1e-05,23184,195,3.26324530848088,8.98585746877957,0.92736,6.3232421875,244514,51.4116639182826,0.501910828025478,64.1085957147217,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5664,30,0.532190553877374,1.32326010814466,0.22656,1.76025390625,244514,0.697203498387578,0.506549341047895,0.690160864505768,0.55704
"IMDB",25000,"SimpleLSTM",7.5,1e-05,10544,90,6.29392334365189,1.23089805686744,0.42176,3.583984375,244514,1.0933433249423,0.555267461805417,1.33176781330526,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6720,465,0.24878688590762,6.63944255747777,0.2688,6.89453125,244514,0.648015840608322,0.646057311858039,0.644107946376801,0.64492
"IMDB",25000,"SimpleLSTM",7.5,1e-05,4048,190,4.82398130200843,6.03422190337126,0.16192,3.4033203125,244514,43.2337223379513,0.49467299788516,96.165839519043,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24560,185,0.957779515139664,3.00658628604853,0.9824,6.162109375,244514,0.689679875019967,0.557285205490416,0.680371463906765,0.58704
"IMDB",25000,"SimpleLSTM",7.5,1e-05,7648,45,4.35251057353546,0.666920777142758,0.30592,2.29248046875,244514,0.787280082980402,0.480435481279126,0.691343639018536,0.53996
"IMDB",25000,"SimpleLSTM",7.5,1e-05,5776,130,2.21540340633063,2.36796286672408,0.23104,3.34228515625,244514,0.730982264085911,0.435604694948524,0.692384574317932,0.53228
"IMDB",25000,"SimpleLSTM",7.5,1e-05,1472,290,7.57710963942969,8.93736456643077,0.05888,2.72705078125,244514,NA,0.498003194888179,NA,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,2304,285,2.76543390227068,7.59302732149066,0.09216,3.32275390625,244514,28.3131453613232,0.52977379905683,32.60775375,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,16480,445,6.37505808872808,5.33031328129829,0.6592,9.501953125,244514,0.768457942566276,0.502666506275312,0.696733236117363,0.51696
"IMDB",25000,"SimpleLSTM",7.5,1e-05,8784,85,2.11280992665487,4.31665975355208,0.35136,3.486328125,244514,0.671634777534196,0.626575211357473,0.682156457283497,0.57828
"IMDB",25000,"SimpleLSTM",7.5,1e-05,20928,360,7.03365473028869,3.46182607534469,0.83712,8.5546875,244514,40.9504707323331,0.496866642717439,49.8407010414124,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6256,30,4.41311494991771,3.06445914082958,0.25024,1.93115234375,244514,11.1855376957236,0.493442492647643,10.5538103640747,0.5
